Sentence #,Word,POS
Sentence: 700,y,cc
Sentence: 700,2.117.921,Z
Sentence: 700,hombres,ncmp000
Sentence: 700,.,Fp
Sentence: 701,Una,di0fs0
Sentence: 701,peculiaridad,ncfs000
Sentence: 701,de,sps00
Sentence: 701,las,da0fp0
Sentence: 701,elecciones,ncfp000
Sentence: 701,dominicanas,aq0fp0
Sentence: 701,",",Fc
Sentence: 701,en,sps00
Sentence: 701,un,di0ms0
Sentence: 701,país,ncms000
Sentence: 701,donde,pr000000
Sentence: 701,la,da0fs0
Sentence: 701,frecuencia,ncfs000
Sentence: 701,y,cc
Sentence: 701,simultaneidad,ncfs000
Sentence: 701,de,sps00
Sentence: 701,relaciones,ncfp000
Sentence: 701,carnales,aq0cp0
Sentence: 701,entre,sps00
Sentence: 701,hombres,ncmp000
Sentence: 701,y,cc
Sentence: 701,mujeres,ncfp000
Sentence: 701,es,vsip3s0
Sentence: 701,muy,rg
Sentence: 701,superior,aq0cs0
Sentence: 701,a,sps00
Sentence: 701,la,da0fs0
Sentence: 701,de,sps00
Sentence: 701,otras,di0fp0
Sentence: 701,latitudes,ncfp000
Sentence: 701,",",Fc
Sentence: 701,es,vsip3s0
Sentence: 701,la,da0fs0
Sentence: 701,separación,ncfs000
Sentence: 701,de,sps00
Sentence: 701,personas,ncfp000
Sentence: 701,de,sps00
Sentence: 701,sexo,ncms000
Sentence: 701,masculino,aq0ms0
Sentence: 701,y,cc
Sentence: 701,femenino,aq0ms0
Sentence: 701,a,sps00
Sentence: 701,la,da0fs0
Sentence: 701,hora,ncfs000
Sentence: 701,de,sps00
Sentence: 701,votar,vmn0000
Sentence: 701,.,Fp
Sentence: 703,La,da0fs0
Sentence: 703,inclusión,ncfs000
Sentence: 703,en,sps00
Sentence: 703,la,da0fs0
Sentence: 703,ley,ncfs000
Sentence: 703,electoral,aq0cs0
Sentence: 703,de,sps00
Sentence: 703,esa,dd0fs0
Sentence: 703,modalidad,ncfs000
Sentence: 703,obedeció,vmis3s0
Sentence: 703,a,sps00
Sentence: 703,una,di0fs0
Sentence: 703,decisión,ncfs000
Sentence: 703,del,spcms
Sentence: 703,Congreso,np0000o
Sentence: 703,",",Fc
Sentence: 703,integrado,aq0msp
Sentence: 703,mayoritariamente,rg
Sentence: 703,por,sps00
Sentence: 703,hombres,ncmp000
Sentence: 703,",",Fc
Sentence: 703,de,sps00
Sentence: 703,"""",Fe
Sentence: 703,proteger,vmn0000
Sentence: 703,a,sps00
Sentence: 703,las,da0fp0
Sentence: 703,mujeres,ncfp000
Sentence: 703,"""",Fe
Sentence: 703,de,sps00
Sentence: 703,eventuales,aq0cp0
Sentence: 703,incidentes,nccp000
Sentence: 703,que,pr0cn000
Sentence: 703,pudieran,vmsi3p0
Sentence: 703,producirse,vmn0000
Sentence: 703,al,spcms
Sentence: 703,cierre,ncms000
Sentence: 703,de,sps00
Sentence: 703,las,da0fp0
Sentence: 703,votaciones,ncfp000
Sentence: 703,y,cc
Sentence: 703,con,sps00
Sentence: 703,el,da0ms0
Sentence: 703,inicio,ncms000
Sentence: 703,de,sps00
Sentence: 703,los,da0mp0
Sentence: 703,escrutinios,ncmp000
Sentence: 703,.,Fp
Sentence: 704,La,da0fs0
Sentence: 704,ley,ncfs000
Sentence: 704,establece,vmip3s0
Sentence: 704,que,cs
Sentence: 704,las,da0fp0
Sentence: 704,mujeres,ncfp000
Sentence: 704,deben,vmip3p0
Sentence: 704,estar,vmn0000
Sentence: 704,a,sps00
Sentence: 704,las,da0fp0
Sentence: 704,puertas,ncfp000
Sentence: 704,de,sps00
Sentence: 704,los,da0mp0
Sentence: 704,colegios,ncmp000
Sentence: 704,electorales,aq0cp0
Sentence: 704,desde,sps00
Sentence: 704,las,da0fp0
Sentence: 704,06.00,Z
Sentence: 704,horas,ncfp000
Sentence: 704,para,sps00
Sentence: 704,inscribirse,vmn0000
Sentence: 704,en,sps00
Sentence: 704,la,da0fs0
Sentence: 704,lista,ncfs000
Sentence: 704,de,sps00
Sentence: 704,concurrentes,nccp000
Sentence: 704,",",Fc
Sentence: 704,para,sps00
Sentence: 704,lo,da0ns0
Sentence: 704,que,pr0cn000
Sentence: 704,*0*,sn.e-SUJ
Sentence: 704,disponían,vmii3p0
Sentence: 704,de,sps00
Sentence: 704,un,di0ms0
Sentence: 704,plazo,ncms000
Sentence: 704,de,sps00
Sentence: 704,dos,dn0cp0
Sentence: 704,horas,ncfp000
Sentence: 704,y,cc
Sentence: 704,30,Z
Sentence: 704,minutos,ncmp000
Sentence: 704,.,Fp
Sentence: 705,Sin_embargo,rg
Sentence: 705,",",Fc
Sentence: 705,para,sps00
Sentence: 705,aumentar,vmn0000
Sentence: 705,las,da0fp0
Sentence: 705,posibilidades,ncfp000
Sentence: 705,del,spcms
Sentence: 705,número,ncms000
Sentence: 705,de,sps00
Sentence: 705,sufragios,ncmp000
Sentence: 705,",",Fc
Sentence: 705,la,da0fs0
Sentence: 705,JCE,np0000o
Sentence: 705,extendió,vmis3s0
Sentence: 705,el,da0ms0
Sentence: 705,plazo,ncms000
Sentence: 705,de,sps00
Sentence: 705,inscripción,ncfs000
Sentence: 705,una,di0fs0
Sentence: 705,hora,ncfs000
Sentence: 705,más,rg
Sentence: 705,para,sps00
Sentence: 705,las,da0fp0
Sentence: 705,mujeres,ncfp000
Sentence: 705,",",Fc
Sentence: 705,hasta,sps00
Sentence: 705,las,da0fp0
Sentence: 705,09.30,Z
Sentence: 705,hora,ncfs000
Sentence: 705,local,aq0cs0
Sentence: 705,-Fpa-,Fpa
Sentence: 705,13.30,Z
Sentence: 705,GMT,nc00000
Sentence: 705,-Fpt-,Fpt
Sentence: 705,.,Fp
Sentence: 708,"""",Fe
Sentence: 708,El,da0ms0
Sentence: 708,presidente,ncms000
Sentence: 708,del,spcms
Sentence: 708,Gobierno,np0000o
Sentence: 708,-Fpa-,Fpa
Sentence: 708,González,np0000p
Sentence: 708,-Fpt-,Fpt
Sentence: 708,recibía,vmii3s0
Sentence: 708,en,sps00
Sentence: 708,su,dp3cs0
Sentence: 708,despacho,ncms000
Sentence: 708,y,cc
Sentence: 708,*0*,sn.e-SUJ
Sentence: 708,organizaba,vmii3s0
Sentence: 708,comidas,ncfp000
Sentence: 708,con,sps00
Sentence: 708,intermediarios,ncmp000
Sentence: 708,para,sps00
Sentence: 708,impulsar,vmn0000
Sentence: 708,operaciones,ncfp000
Sentence: 708,empresariales,aq0cp0
Sentence: 708,.,Fp
Sentence: 709,Eso,pd0ns000
Sentence: 709,ya,rg
Sentence: 709,ha,vaip3s0
Sentence: 709,desaparecido,vmp00sm
Sentence: 709,"""",Fe
Sentence: 709,",",Fc
Sentence: 709,afirmó,vmis3s0
Sentence: 709,el,da0ms0
Sentence: 709,vicepresidente,ncms000
Sentence: 709,segundo,ao0ms0
Sentence: 709,.,Fp
Sentence: 710,"""",Fe
Sentence: 710,Ahora,rg
Sentence: 710,ya,rg
Sentence: 710,no,rn
Sentence: 710,existen,vmip3p0
Sentence: 710,intermediarios,ncmp000
Sentence: 710,",",Fc
Sentence: 710,ni,cc
Sentence: 710,amigos,ncmp000
Sentence: 710,de,sps00
Sentence: 710,los,da0mp0
Sentence: 710,partidos,ncmp000
Sentence: 710,que,pr0cn000
Sentence: 710,gobiernan,vmip3p0
Sentence: 710,",",Fc
Sentence: 710,ni,cc
Sentence: 710,Filesas,np0000o
Sentence: 710,",",Fc
Sentence: 710,ni,cc
Sentence: 710,consideraciones,ncfp000
Sentence: 710,de,sps00
Sentence: 710,otro,di0ms0
Sentence: 710,tipo,ncms000
Sentence: 710,que,pr0cn000
Sentence: 710,afecten,vmsp3p0
Sentence: 710,a,sps00
Sentence: 710,las,da0fp0
Sentence: 710,decisiones,ncfp000
Sentence: 710,del,spcms
Sentence: 710,Gobierno,np0000o
Sentence: 710,"""",Fe
Sentence: 710,",",Fc
Sentence: 710,agregó,vmis3s0
Sentence: 710,*0*,sn.e-SUJ
Sentence: 710,.,Fp
Sentence: 714,"""",Fe
Sentence: 714,En,sps00
Sentence: 714,su,dp3cs0
Sentence: 714,época,ncfs000
Sentence: 714,",",Fc
Sentence: 714,los,da0mp0
Sentence: 714,empresarios,ncmp000
Sentence: 714,tenían,vmii3p0
Sentence: 714,que,cs
Sentence: 714,pasar,vmn0000
Sentence: 714,por,sps00
Sentence: 714,Filesa,np0000o
Sentence: 714,",",Fc
Sentence: 714,*0*,sn.e-SUJ
Sentence: 714,tenían,vmii3p0
Sentence: 714,que,cs
Sentence: 714,conseguir,vmn0000
Sentence: 714,un,di0ms0
Sentence: 714,intermediario,ncms000
Sentence: 714,que,pr0cn000
Sentence: 714,les,pp3cpd00
Sentence: 714,consiguiera,vmsi3s0
Sentence: 714,una,di0fs0
Sentence: 714,comida,ncfs000
Sentence: 714,con,sps00
Sentence: 714,el,da0ms0
Sentence: 714,propio,di0ms0
Sentence: 714,señor,ncms000
Sentence: 714,González,np0000p
Sentence: 714,",",Fc
Sentence: 714,*0*,sn.e-SUJ
Sentence: 714,nos,pp1cp000
Sentence: 714,encontrábamos,vmii1p0
Sentence: 714,con,sps00
Sentence: 714,que,cs
Sentence: 714,los,da0mp0
Sentence: 714,amigos,ncmp000
Sentence: 714,del,spcms
Sentence: 714,presidente,ncms000
Sentence: 714,estaban,vmii3p0
Sentence: 714,siempre,rg
Sentence: 714,en,sps00
Sentence: 714,todas,di0fp0
Sentence: 714,las,da0fp0
Sentence: 714,operaciones,ncfp000
Sentence: 714,y,cc
Sentence: 714,en,sps00
Sentence: 714,algunos,di0mp0
Sentence: 714,casos,ncmp000
Sentence: 714,*0*,sn.e-SUJ
Sentence: 714,hemos,vaip1p0
Sentence: 714,tenido,vmp00sm
Sentence: 714,que,cs
Sentence: 714,vivir,vmn0000
Sentence: 714,algunos,di0mp0
Sentence: 714,escándalos,ncmp000
Sentence: 714,especialmente,rg
Sentence: 714,desagradables,aq0cp0
Sentence: 714,sobre,sps00
Sentence: 714,el,da0ms0
Sentence: 714,tema,ncms000
Sentence: 714,"""",Fe
Sentence: 714,.,Fp
Sentence: 715,El,da0ms0
Sentence: 715,vicepresidente,ncms000
Sentence: 715,segundo,ao0ms0
Sentence: 715,aseguró,vmis3s0
Sentence: 715,que,cs
Sentence: 715,durante,sps00
Sentence: 715,la,da0fs0
Sentence: 715,etapa,ncfs000
Sentence: 715,socialista,aq0cs0
Sentence: 715,en,sps00
Sentence: 715,el,da0ms0
Sentence: 715,Palacio_de_la_Moncloa,np0000l
Sentence: 715,se,p0000000
Sentence: 715,podía,vmii3s0
Sentence: 715,vender,vmn0000
Sentence: 715,durante,sps00
Sentence: 715,una,di0fs0
Sentence: 715,comida,ncfs000
Sentence: 715,todo,di0ms0
Sentence: 715,el,da0ms0
Sentence: 715,sector,ncms000
Sentence: 715,del,spcms
Sentence: 715,gas,ncms000
Sentence: 715,español,aq0ms0
Sentence: 715,",",Fc
Sentence: 715,sin,sps00
Sentence: 715,que,cs
Sentence: 715,hubiera,vasi3s0
Sentence: 715,un,di0ms0
Sentence: 715,informe,ncms000
Sentence: 715,del,spcms
Sentence: 715,Servicio_de_Defensa_de_la_Competencia,np0000o
Sentence: 715,.,Fp
Sentence: 716,"""",Fe
Sentence: 716,Hoy,rg
Sentence: 716,el,da0ms0
Sentence: 716,Gobierno,np0000o
Sentence: 716,defiende,vmip3s0
Sentence: 716,los,da0mp0
Sentence: 716,intereses,ncmp000
Sentence: 716,generales,aq0cp0
Sentence: 716,",",Fc
Sentence: 716,*0*,sn.e-SUJ
Sentence: 716,defiende,vmip3s0
Sentence: 716,los,da0mp0
Sentence: 716,intereses,ncmp000
Sentence: 716,de,sps00
Sentence: 716,los,da0mp0
Sentence: 716,consumidores,ncmp000
Sentence: 716,y,cc
Sentence: 716,*0*,sn.e-SUJ
Sentence: 716,garantiza,vmip3s0
Sentence: 716,que,cs
Sentence: 716,la,da0fs0
Sentence: 716,ley,ncfs000
Sentence: 716,se,p0000000
Sentence: 716,aplica,vmip3s0
Sentence: 716,a,sps00
Sentence: 716,todos,pi0mp000
Sentence: 716,y,cc
Sentence: 716,",",Fc
Sentence: 716,desde_luego,rg
Sentence: 716,",",Fc
Sentence: 716,los,da0mp0
Sentence: 716,intermediarios,ncmp000
Sentence: 716,y,cc
Sentence: 716,las,da0fp0
Sentence: 716,Filesas,np0000o
Sentence: 716,han,vaip3p0
Sentence: 716,desaparecido,vmp00sm
Sentence: 716,de,sps00
Sentence: 716,la,da0fs0
Sentence: 716,vida,ncfs000
Sentence: 716,económica,aq0fs0
Sentence: 716,y,cc
Sentence: 716,política,aq0fs0
Sentence: 716,española,aq0fs0
Sentence: 716,.,Fp
Sentence: 717,Yo,pp1csn00
Sentence: 717,creo,vmip1s0
Sentence: 717,que,cs
Sentence: 717,el,da0ms0
Sentence: 717,señor,ncms000
Sentence: 717,González,np0000p
Sentence: 717,es,vsip3s0
Sentence: 717,",",Fc
Sentence: 717,simplemente,rg
Sentence: 717,",",Fc
Sentence: 717,rehén,ncms000
Sentence: 717,de,sps00
Sentence: 717,su,dp3cs0
Sentence: 717,tiempo,ncms000
Sentence: 717,"""",Fe
Sentence: 717,",",Fc
Sentence: 717,*0*,sn.e-SUJ
Sentence: 717,dijo,vmis3s0
Sentence: 717,.,Fp
Sentence: 718,En,sps00
Sentence: 718,términos,ncmp000
Sentence: 718,parecidos,aq0mpp
Sentence: 718,se,p0300000
Sentence: 718,pronunció,vmis3s0
Sentence: 718,hoy,rg
Sentence: 718,también,rg
Sentence: 718,el,da0ms0
Sentence: 718,ministro,ncms000
Sentence: 718,de,sps00
Sentence: 718,Trabajo,np0000o
Sentence: 718,",",Fc
Sentence: 718,Manuel_Pimentel,np0000p
Sentence: 718,",",Fc
Sentence: 718,quien,pr0cs000
Sentence: 718,afirmó,vmis3s0
Sentence: 718,a,sps00
Sentence: 718,los,da0mp0
Sentence: 718,periodistas,nccp000
Sentence: 718,que,cs
Sentence: 718,González,np0000p
Sentence: 718,actúa,vmip3s0
Sentence: 718,de_mala_fe,rg
Sentence: 718,o,cc
Sentence: 718,*0*,sn.e-SUJ
Sentence: 718,desconoce,vmip3s0
Sentence: 718,profundamente,rg
Sentence: 718,el,da0ms0
Sentence: 718,asunto,ncms000
Sentence: 718,.,Fp
Sentence: 720,En,sps00
Sentence: 720,declaraciones,ncfp000
Sentence: 720,efectuadas,aq0fpp
Sentence: 720,hoy,rg
Sentence: 720,a,sps00
Sentence: 720,la,da0fs0
Sentence: 720,cadena,ncfs000
Sentence: 720,SER,np0000o
Sentence: 720,",",Fc
Sentence: 720,González,np0000p
Sentence: 720,negó,vmis3s0
Sentence: 720,que,cs
Sentence: 720,el,da0ms0
Sentence: 720,presidente,ncms000
Sentence: 720,de,sps00
Sentence: 720,Telefónica,np0000o
Sentence: 720,",",Fc
Sentence: 720,Juan_Villalonga,np0000p
Sentence: 720,",",Fc
Sentence: 720,le,pp3csd00
Sentence: 720,diera,vmsi3s0
Sentence: 720,a,sps00
Sentence: 720,conocer,vmn0000
Sentence: 720,el,da0ms0
Sentence: 720,pacto,ncms000
Sentence: 720,con,sps00
Sentence: 720,antelación,ncfs000
Sentence: 720,y,cc
Sentence: 720,*0*,sn.e-SUJ
Sentence: 720,acusó,vmis3s0
Sentence: 720,al,spcms
Sentence: 720,Gobierno,np0000p
Sentence: 720,de,sps00
Sentence: 720,"""",Fe
Sentence: 720,intoxicar,vmn0000
Sentence: 720,"""",Fe
Sentence: 720,para,sps00
Sentence: 720,que,cs
Sentence: 720,la,da0fs0
Sentence: 720,opinión,ncfs000
Sentence: 720,pública,aq0fs0
Sentence: 720,crea,vmsp3s0
Sentence: 720,que,cs
Sentence: 720,el,da0ms0
Sentence: 720,presidente,ncms000
Sentence: 720,José_María_Aznar,np0000p
Sentence: 720,y,cc
Sentence: 720,Rato,np0000p
Sentence: 720,no,rn
Sentence: 720,están,vmip3p0
Sentence: 720,implicados,aq0mpp
Sentence: 720,en,sps00
Sentence: 720,la,da0fs0
Sentence: 720,operación,ncfs000
Sentence: 720,.,Fp
Sentence: 723,Los,da0mp0
Sentence: 723,veintiséis,dn0cp0
Sentence: 723,deportistas,nccp000
Sentence: 723,andaluces,aq0mp0
Sentence: 723,que,pr0cn000
Sentence: 723,participaron,vmis3p0
Sentence: 723,en,sps00
Sentence: 723,los,da0mp0
Sentence: 723,Juegos_Parolímpicos,np0000a
Sentence: 723,de,sps00
Sentence: 723,Sydney,np0000l
Sentence: 723,",",Fc
Sentence: 723,disputados,aq0mpp
Sentence: 723,el,da0ms0
Sentence: 723,pasado,aq0msp
Sentence: 723,octubre,W
Sentence: 723,",",Fc
Sentence: 723,han,vaip3p0
Sentence: 723,sido,vsp00sm
Sentence: 723,homenajeados,vmp00pm
Sentence: 723,hoy,rg
Sentence: 723,en,sps00
Sentence: 723,un,di0ms0
Sentence: 723,acto,ncms000
Sentence: 723,organizado,aq0msp
Sentence: 723,por,sps00
Sentence: 723,la,da0fs0
Sentence: 723,Fundación_Andalucía_Olímpica,np0000o
Sentence: 723,y,cc
Sentence: 723,celebrado,aq0msp
Sentence: 723,en,sps00
Sentence: 723,un,di0ms0
Sentence: 723,hotel,ncms000
Sentence: 723,de,sps00
Sentence: 723,la,da0fs0
Sentence: 723,localidad,ncfs000
Sentence: 723,sevillana,aq0fs0
Sentence: 723,de,sps00
Sentence: 723,San_Juan_de_Aznalfarache,np0000l
Sentence: 723,.,Fp
Sentence: 724,Estos,dd0mp0
Sentence: 724,deportistas,nccp000
Sentence: 724,",",Fc
Sentence: 724,de,sps00
Sentence: 724,los,da0mp0
Sentence: 724,cuales,pr0cp000
Sentence: 724,diez,pn0cp000
Sentence: 724,han,vaip3p0
Sentence: 724,sido,vsp00sm
Sentence: 724,becados,vmp00pm
Sentence: 724,por,sps00
Sentence: 724,la,da0fs0
Sentence: 724,Fundación_Andalucía_Olímpica,np0000o
Sentence: 724,",",Fc
Sentence: 724,consiguieron,vmis3p0
Sentence: 724,en,sps00
Sentence: 724,Sydney,np0000l
Sentence: 724,una,di0fs0
Sentence: 724,medalla,ncfs000
Sentence: 724,de,sps00
Sentence: 724,oro,ncms000
Sentence: 724,",",Fc
Sentence: 724,seis,pn0cp000
Sentence: 724,de,sps00
Sentence: 724,plata,ncfs000
Sentence: 724,y,cc
Sentence: 724,cuatro,pn0cp000
Sentence: 724,de,sps00
Sentence: 724,bronce,ncms000
Sentence: 724,",",Fc
Sentence: 724,además_de,sps00
Sentence: 724,24,Z
Sentence: 724,diplomas,ncmp000
Sentence: 724,de,sps00
Sentence: 724,finalistas,nccp000
Sentence: 724,.,Fp
Sentence: 726,Alvaro_Valera,np0000p
Sentence: 726,y,cc
Sentence: 726,Manuel_Robles,np0000p
Sentence: 726,",",Fc
Sentence: 726,campeón,ncms000
Sentence: 726,parolímpico,aq00000
Sentence: 726,y,cc
Sentence: 726,medalla,ncfs000
Sentence: 726,de,sps00
Sentence: 726,bronce,ncms000
Sentence: 726,",",Fc
Sentence: 726,respectivamente,rg
Sentence: 726,",",Fc
Sentence: 726,en,sps00
Sentence: 726,tenis,ncmn000
Sentence: 726,de,sps00
Sentence: 726,mesa,ncfs000
Sentence: 726,",",Fc
Sentence: 726,protagonizaron,vmis3p0
Sentence: 726,uno,pi0ms000
Sentence: 726,de,sps00
Sentence: 726,los,da0mp0
Sentence: 726,momentos,ncmp000
Sentence: 726,más,rg
Sentence: 726,brillantes,aq0cp0
Sentence: 726,del,spcms
Sentence: 726,acto,ncms000
Sentence: 726,",",Fc
Sentence: 726,al,spcms
Sentence: 726,llevar_a_cabo,vmn0000
Sentence: 726,en,sps00
Sentence: 726,el,da0ms0
Sentence: 726,escenario,ncms000
Sentence: 726,una,di0fs0
Sentence: 726,exhibición,ncfs000
Sentence: 726,de,sps00
Sentence: 726,su,dp3cs0
Sentence: 726,deporte,ncms000
Sentence: 726,.,Fp
Sentence: 727,En,sps00
Sentence: 727,el,da0ms0
Sentence: 727,homenaje,ncms000
Sentence: 727,estuvieron,vmis3p0
Sentence: 727,presentes,aq0cp0
Sentence: 727,",",Fc
Sentence: 727,además_del,spcms
Sentence: 727,presidente,ncms000
Sentence: 727,de,sps00
Sentence: 727,la,da0fs0
Sentence: 727,Fundación_Andalucía_Olímpica,np0000o
Sentence: 727,",",Fc
Sentence: 727,Alejandro_Rojas_Marcos,np0000p
Sentence: 727,",",Fc
Sentence: 727,el,da0ms0
Sentence: 727,consejero,ncms000
Sentence: 727,de,sps00
Sentence: 727,Turismo_y_Deporte,np0000o
Sentence: 727,de,sps00
Sentence: 727,la,da0fs0
Sentence: 727,Junta_de_Andalucía,np0000o
Sentence: 727,",",Fc
Sentence: 727,José_Hurtado,np0000p
Sentence: 727,",",Fc
Sentence: 727,y,cc
Sentence: 727,el,da0ms0
Sentence: 727,secretario,ncms000
Sentence: 727,general,aq0cs0
Sentence: 727,del,spcms
Sentence: 727,Comité_Parolímpico_Español,np0000o
Sentence: 727,",",Fc
Sentence: 727,Miguel_Sagarra,np0000p
Sentence: 727,",",Fc
Sentence: 727,entre,sps00
Sentence: 727,otras,di0fp0
Sentence: 727,autoridades,ncfp000
Sentence: 727,.,Fp
Sentence: 728,El,da0ms0
Sentence: 728,director,ncms000
Sentence: 728,general,aq0cs0
Sentence: 728,de,sps00
Sentence: 728,Telecomunicaciones_y_Redes,np0000o
Sentence: 728,de,sps00
Sentence: 728,la,da0fs0
Sentence: 728,Junta_de_Extremadura,np0000o
Sentence: 728,",",Fc
Sentence: 728,José_Morales_Bruque,np0000p
Sentence: 728,",",Fc
Sentence: 728,insistió,vmis3s0
Sentence: 728,hoy,rg
Sentence: 728,en,sps00
Sentence: 728,que,cs
Sentence: 728,la,da0fs0
Sentence: 728,decisión,ncfs000
Sentence: 728,del,spcms
Sentence: 728,Gobierno,np0000o
Sentence: 728,extremeño,aq0ms0
Sentence: 728,de,sps00
Sentence: 728,no,rn
Sentence: 728,renovar,vmn0000
Sentence: 728,cinco,dn0cp0
Sentence: 728,licencias,ncfp000
Sentence: 728,de,sps00
Sentence: 728,Frecuencia_Modulada,np0000a
Sentence: 728,en,sps00
Sentence: 728,la,da0fs0
Sentence: 728,región,ncfs000
Sentence: 728,está,vmip3s0
Sentence: 728,justificada,aq0fsp
Sentence: 728,por,sps00
Sentence: 728,criterios,ncmp000
Sentence: 728,estrictamente,rg
Sentence: 728,jurídicos,aq0mp0
Sentence: 728,.,Fp
Sentence: 729,Morales_Bruque,np0000p
Sentence: 729,denunció,vmis3s0
Sentence: 729,la,da0fs0
Sentence: 729,-fe-,Fe
Sentence: 729,ceremonia,ncfs000
Sentence: 729,de,sps00
Sentence: 729,la,da0fs0
Sentence: 729,confusión,ncfs000
Sentence: 729,-fe-,Fe
Sentence: 729,que,pr0cn000
Sentence: 729,se,p0000000
Sentence: 729,ha,vaip3s0
Sentence: 729,creado,vmp00sm
Sentence: 729,en_torno_a,sps00
Sentence: 729,este,dd0ms0
Sentence: 729,tema,ncms000
Sentence: 729,e,cc
Sentence: 729,*0*,sn.e-SUJ
Sentence: 729,hizo,vmis3s0
Sentence: 729,especial,aq0cs0
Sentence: 729,hincapié,vmis3s0
Sentence: 729,al,spcms
Sentence: 729,caso,ncms000
Sentence: 729,del,spcms
Sentence: 729,alcalde,ncms000
Sentence: 729,de,sps00
Sentence: 729,Mérida,np0000l
Sentence: 729,",",Fc
Sentence: 729,Pedro_Acedo,np0000p
Sentence: 729,",",Fc
Sentence: 729,del,spcms
Sentence: 729,PP,np0000o
Sentence: 729,",",Fc
Sentence: 729,a,sps00
Sentence: 729,quien,pr0cs000
Sentence: 729,no,rn
Sentence: 729,se,p0000000
Sentence: 729,le,pp3csd00
Sentence: 729,ha,vaip3s0
Sentence: 729,renovado,vmp00sm
Sentence: 729,la,da0fs0
Sentence: 729,licencia,ncfs000
Sentence: 729,de,sps00
Sentence: 729,explotación,ncfs000
Sentence: 729,de,sps00
Sentence: 729,la,da0fs0
Sentence: 729,emisora,ncfs000
Sentence: 729,de,sps00
Sentence: 729,FM,np0000a
Sentence: 729,de,sps00
Sentence: 729,la,da0fs0
Sentence: 729,que,pr0cn000
Sentence: 729,*0*,sn.e
Sentence: 729,es,vsip3s0
Sentence: 729,titular,ncms000
Sentence: 729,en,sps00
Sentence: 729,Don_Benito,np0000l
Sentence: 729,-Fpa-,Fpa
Sentence: 729,Badajoz,np0000l
Sentence: 729,-Fpt-,Fpt
Sentence: 729,",",Fc
Sentence: 729,afiliada,aq0fsp
Sentence: 729,a,sps00
Sentence: 729,la,da0fs0
Sentence: 729,COPE,np0000o
Sentence: 729,.,Fp
Sentence: 730,Ante,sps00
Sentence: 730,esta,dd0fs0
Sentence: 730,decisión,ncfs000
Sentence: 730,",",Fc
Sentence: 730,Acedo,np0000p
Sentence: 730,presentó,vmis3s0
Sentence: 730,una,di0fs0
Sentence: 730,querella,ncfs000
Sentence: 730,criminal,aq0cs0
Sentence: 730,por,sps00
Sentence: 730,prevaricación,ncfs000
Sentence: 730,que,pr0cn000
Sentence: 730,afecta,vmip3s0
Sentence: 730,a,sps00
Sentence: 730,todos,di0mp0
Sentence: 730,los,da0mp0
Sentence: 730,consejeros,ncmp000
Sentence: 730,de,sps00
Sentence: 730,la,da0fs0
Sentence: 730,Junta,np0000o
Sentence: 730,que,pr0cn000
Sentence: 730,votaron,vmis3p0
Sentence: 730,a_favor_de,sps00
Sentence: 730,esa,dd0fs0
Sentence: 730,resolución,ncfs000
Sentence: 730,",",Fc
Sentence: 730,lo,da0ns0
Sentence: 730,que,pr0cn000
Sentence: 730,ha,vaip3s0
Sentence: 730,motivado,vmp00sm
Sentence: 730,que,cs
Sentence: 730,el,da0ms0
Sentence: 730,Tribunal_Superior_de_Justicia_de_Extremadura,np0000o
Sentence: 730,-Fpa-,Fpa
Sentence: 730,TSJEX,np0000o
Sentence: 730,-Fpt-,Fpt
Sentence: 730,haya,vasp3s0
Sentence: 730,suspendido,vmp00sm
Sentence: 730,provisionalmente,rg
Sentence: 730,la,da0fs0
Sentence: 730,decisión,ncfs000
Sentence: 730,del,spcms
Sentence: 730,Gobierno,np0000o
Sentence: 730,extremeño,aq0ms0
Sentence: 730,.,Fp
Sentence: 733,-fe-,Fe
Sentence: 733,Esa,pd0fs000
Sentence: 733,y,cc
Sentence: 733,sólo,rg
Sentence: 733,esa,pd0fs000
Sentence: 733,-fe-,Fe
Sentence: 733,ha,vaip3s0
Sentence: 733,sido,vsp00sm
Sentence: 733,la,da0fs0
Sentence: 733,causa,ncfs000
Sentence: 733,de,sps00
Sentence: 733,la,da0fs0
Sentence: 733,revocación,ncfs000
Sentence: 733,",",Fc
Sentence: 733,añadió,vmis3s0
Sentence: 733,el,da0ms0
Sentence: 733,alto,aq0ms0
Sentence: 733,cargo,ncms000
Sentence: 733,de,sps00
Sentence: 733,la,da0fs0
Sentence: 733,Junta,np0000o
Sentence: 733,",",Fc
Sentence: 733,quien,pr0cs000
Sentence: 733,afirmó,vmis3s0
Sentence: 733,también,rg
Sentence: 733,que,cs
Sentence: 733,el,da0ms0
Sentence: 733,propio,aq0ms0
Sentence: 733,Acedo,np0000p
Sentence: 733,ha,vaip3s0
Sentence: 733,reconocido,vmp00sm
Sentence: 733,que,cs
Sentence: 733,él,pp3ms000
Sentence: 733,no,rn
Sentence: 733,ha,vaip3s0
Sentence: 733,explotado,vmp00sm
Sentence: 733,directamente,rg
Sentence: 733,la,da0fs0
Sentence: 733,emisora,ncfs000
Sentence: 733,",",Fc
Sentence: 733,sino_que,cc
Sentence: 733,ésta,pd0fs000
Sentence: 733,ha,vaip3s0
Sentence: 733,sido,vsp00sm
Sentence: 733,explotada,vmp00sf
Sentence: 733,íntegramente,rg
Sentence: 733,por,sps00
